STATES/Uts,CRIME TYPE,CASES,YEAR,,,
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3228,2005,,,
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,25,2005,,,
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,44,2005,,,
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,49,2005,,,
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,7,2005,,,
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2238,2005,,,
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,308,2005,,,
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2503,2005,,,
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,38,2005,,,
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1764,2005,,,
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,161,2005,,,
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1835,2005,,,
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,100,2005,,,
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1572,2005,,,
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11,2005,,,
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,31,2005,,,
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,5,2005,,,
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1,2005,,,
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,762,2005,,,
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,2005,,,
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,60,2005,,,
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,34175,2005,,,
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2508,2005,,,
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,0,2005,,,
Assam,INSULT TO THE MODESTY OF WOMEN,19,2005,,,
Bihar,INSULT TO THE MODESTY OF WOMEN,13,2005,,,
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,132,2005,,,
Goa,INSULT TO THE MODESTY OF WOMEN,8,2005,,,
Gujarat,INSULT TO THE MODESTY OF WOMEN,104,2005,,,
Haryana,INSULT TO THE MODESTY OF WOMEN,597,2005,,,
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,29,2005,,,
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,371,2005,,,
Jharkhand,INSULT TO THE MODESTY OF WOMEN,36,2005,,,
Karnataka,INSULT TO THE MODESTY OF WOMEN,71,2005,,,
Kerala,INSULT TO THE MODESTY OF WOMEN,175,2005,,,
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,792,2005,,,
Maharashtra,INSULT TO THE MODESTY OF WOMEN,919,2005,,,
Manipur,INSULT TO THE MODESTY OF WOMEN,0,2005,,,
Meghalaya,INSULT TO THE MODESTY OF WOMEN,0,2005,,,
Mizoram,INSULT TO THE MODESTY OF WOMEN,4,2005,,,
Nagaland,INSULT TO THE MODESTY OF WOMEN,0,2005,,,
Odisha,INSULT TO THE MODESTY OF WOMEN,184,2005,,,
Punjab,INSULT TO THE MODESTY OF WOMEN,43,2005,,,
Rajasthan,INSULT TO THE MODESTY OF WOMEN,28,2005,,,
Sikkim,INSULT TO THE MODESTY OF WOMEN,0,2005,,,
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,665,2005,,,
Tripura,INSULT TO THE MODESTY OF WOMEN,1,2005,,,
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2881,2005,,,
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,89,2005,,,
West Bengal,INSULT TO THE MODESTY OF WOMEN,54,2005,,,
A&N Islands,INSULT TO THE MODESTY OF WOMEN,1,2005,,,
Chandigarh,INSULT TO THE MODESTY OF WOMEN,9,2005,,,
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,0,2005,,,
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,0,2005,,,
Delhi UT,INSULT TO THE MODESTY OF WOMEN,225,2005,,,
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,0,2005,,,
Puducherry,INSULT TO THE MODESTY OF WOMEN,26,2005,,,
All India,INSULT TO THE MODESTY OF WOMEN,9984,2005,,,
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,8696,2005,,,
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,9,2005,,,
Assam,CRUELTY BY HUSBAND OR RELATIVES,2206,2005,,,
Bihar,CRUELTY BY HUSBAND OR RELATIVES,1574,2005,,,
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,732,2005,,,
Goa,CRUELTY BY HUSBAND OR RELATIVES,11,2005,,,
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,4090,2005,,,
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2075,2005,,,
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,228,2005,,,
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,76,2005,,,
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,590,2005,,,
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,1883,2005,,,
Kerala,CRUELTY BY HUSBAND OR RELATIVES,3283,2005,,,
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2989,2005,,,
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,6233,2005,,,
Manipur,CRUELTY BY HUSBAND OR RELATIVES,20,2005,,,
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,3,2005,,,
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,0,2005,,,
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,0,2005,,,
Odisha,CRUELTY BY HUSBAND OR RELATIVES,1671,2005,,,
Punjab,CRUELTY BY HUSBAND OR RELATIVES,729,2005,,,
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,5997,2005,,,
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,4,2005,,,
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,1650,2005,,,
Tripura,CRUELTY BY HUSBAND OR RELATIVES,439,2005,,,
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,4505,2005,,,
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,272,2005,,,
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,6936,2005,,,
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,5,2005,,,
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,75,2005,,,
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,5,2005,,,
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,3,2005,,,
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,1324,2005,,,
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,0,2005,,,
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,6,2005,,,
All India,CRUELTY BY HUSBAND OR RELATIVES,58319,2005,,,
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,681,2005,,,
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,0,2005,,,
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,25,2005,,,
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,28,2005,,,
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,6,2005,,,
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,38,2005,,,
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,59,2005,,,
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,85,2005,,,
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,4,2005,,,
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,3,2005,,,
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,13,2005,,,
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,1241,2005,,,
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,225,2005,,,
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,19,2005,,,
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,222,2005,,,
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,1,2005,,,
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,1,2005,,,
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,1,2005,,,
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,4,2005,,,
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,29,2005,,,
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,58,2005,,,
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,115,2005,,,
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,0,2005,,,
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2777,2005,,,
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,0,2005,,,
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,31,2005,,,
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2,2005,,,
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,74,2005,,,
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,0,2005,,,
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,9,2005,,,
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,0,2005,,,
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,1,2005,,,
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,151,2005,,,
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,0,2005,,,
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,5,2005,,,
All India,IMMORAL TRAFFIC(PREVENTION)ACT,5908,2005,,,
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2657,2005,,,
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2,2005,,,
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,108,2005,,,
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,8,2005,,,
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2005,,,
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,109,2005,,,
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,30,2005,,,
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2005,,,
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2005,,,
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2005,,,
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2917,2005,,,
Andhra Pradesh,RAPE,1049,2006,,,
Arunachal Pradesh,RAPE,37,2006,,,
Assam,RAPE,1244,2006,,,
Bihar,RAPE,1232,2006,,,
Chhattisgarh,RAPE,995,2006,,,
Goa,RAPE,21,2006,,,
Gujarat,RAPE,354,2006,,,
Haryana,RAPE,608,2006,,,
Himachal Pradesh,RAPE,113,2006,,,
Jammu & Kashmir,RAPE,250,2006,,,
Jharkhand,RAPE,799,2006,,,
Karnataka,RAPE,400,2006,,,
Kerala,RAPE,601,2006,,,
Madhya Pradesh,RAPE,2900,2006,,,
Maharashtra,RAPE,1500,2006,,,
Manipur,RAPE,40,2006,,,
Meghalaya,RAPE,74,2006,,,
Mizoram,RAPE,72,2006,,,
Nagaland,RAPE,23,2006,,,
Odisha,RAPE,985,2006,,,
Punjab,RAPE,442,2006,,,
Rajasthan,RAPE,1085,2006,,,
Sikkim,RAPE,20,2006,,,
Tamil Nadu,RAPE,457,2006,,,
Tripura,RAPE,189,2006,,,
Uttar Pradesh,RAPE,1314,2006,,,
Uttarakhand,RAPE,147,2006,,,
West Bengal,RAPE,1731,2006,,,
A&N Islands,RAPE,6,2006,,,
Chandigarh,RAPE,19,2006,,,
D&N Haveli,RAPE,6,2006,,,
Daman & Diu,RAPE,3,2006,,,
Delhi UT,RAPE,623,2006,,,
Lakshadweep,RAPE,0,2006,,,
Puducherry,RAPE,9,2006,,,
All India,RAPE,19348,2006,,,
Andhra Pradesh,RAPE,1329,2006,,,
Arunachal Pradesh,RAPE,51,2006,,,
Assam,RAPE,1544,2006,,,
Bihar,RAPE,1084,2006,,,
Chhattisgarh,RAPE,178,2006,,,
Goa,RAPE,10,2006,,,
Gujarat,RAPE,945,2006,,,
Haryana,RAPE,431,2006,,,
Himachal Pradesh,RAPE,109,2006,,,
Jammu & Kashmir,RAPE,723,2006,,,
Jharkhand,RAPE,410,2006,,,
Karnataka,RAPE,328,2006,,,
Kerala,RAPE,202,2006,,,
Madhya Pradesh,RAPE,617,2006,,,
Maharashtra,RAPE,921,2006,,,
Manipur,RAPE,79,2006,,,
Meghalaya,RAPE,25,2006,,,
Mizoram,RAPE,1,2006,,,
Nagaland,RAPE,3,2006,,,
Odisha,RAPE,577,2006,,,
Punjab,RAPE,418,2006,,,
Rajasthan,KIDNAPPING & ABDUCTION,1553,2006,,,
Sikkim,KIDNAPPING & ABDUCTION,7,2006,,,
Tamil Nadu,KIDNAPPING & ABDUCTION,718,2006,,,
Tripura,KIDNAPPING & ABDUCTION,62,2006,,,
Uttar Pradesh,KIDNAPPING & ABDUCTION,2551,2006,,,
Uttarakhand,KIDNAPPING & ABDUCTION,183,2006,,,
West Bengal,KIDNAPPING & ABDUCTION,1199,2006,,,
A&N Islands,KIDNAPPING & ABDUCTION,5,2006,,,
Chandigarh,KIDNAPPING & ABDUCTION,57,2006,,,
D&N Haveli,KIDNAPPING & ABDUCTION,14,2006,,,
Daman & Diu,KIDNAPPING & ABDUCTION,1,2006,,,
Delhi UT,KIDNAPPING & ABDUCTION,1066,2006,,,
Lakshadweep,KIDNAPPING & ABDUCTION,0,2006,,,
Puducherry,KIDNAPPING & ABDUCTION,13,2006,,,
ALL INDIA K&A,KIDNAPPING & ABDUCTION,17414,2006,,,
Andhra Pradesh,DOWRY DEATH,519,2006,,,
Arunachal Pradesh,DOWRY DEATH,1,2006,,,
Assam,DOWRY DEATH,105,2006,,,
Bihar,DOWRY DEATH,1188,2006,,,
Chhattisgarh,DOWRY DEATH,103,2006,,,
Goa,DOWRY DEATH,0,2006,,,
Gujarat,DOWRY DEATH,50,2006,,,
Haryana,DOWRY DEATH,255,2006,,,
Himachal Pradesh,DOWRY DEATH,3,2006,,,
Jammu & Kashmir,DOWRY DEATH,10,2006,,,
Jharkhand,DOWRY DEATH,281,2006,,,
Karnataka,DOWRY DEATH,244,2006,,,
Kerala,DOWRY DEATH,25,2006,,,
Madhya Pradesh,DOWRY DEATH,764,2006,,,
Maharashtra,DOWRY DEATH,387,2006,,,
Manipur,DOWRY DEATH,0,2006,,,
Meghalaya,DOWRY DEATH,6,2006,,,
Mizoram,DOWRY DEATH,0,2006,,,
Nagaland,DOWRY DEATH,0,2006,,,
Odisha,DOWRY DEATH,457,2006,,,
Punjab,DOWRY DEATH,130,2006,,,
Rajasthan,DOWRY DEATH,394,2006,,,
Sikkim,DOWRY DEATH,0,2006,,,
Tamil Nadu,DOWRY DEATH,187,2006,,,
Tripura,DOWRY DEATH,35,2006,,,
Uttar Pradesh,DOWRY DEATH,1798,2006,,,
Uttarakhand,DOWRY DEATH,80,2006,,,
West Bengal,DOWRY DEATH,445,2006,,,
A&N Islands,DOWRY DEATH,0,2006,,,
Chandigarh,DOWRY DEATH,10,2006,,,
D&N Haveli,DOWRY DEATH,1,2006,,,
Daman & Diu,DOWRY DEATH,0,2006,,,
Delhi UT,DOWRY DEATH,137,2006,,,
Lakshadweep,DOWRY DEATH,0,2006,,,
Puducherry,DOWRY DEATH,3,2006,,,
ALL INDIA ,DOWRY DEATH,7618,2006,,,
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4534,2006,,,
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,63,2006,,,
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1290,2006,,,
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,530,2006,,,
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1598,2006,,,
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,18,2006,,,
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,736,2006,,,
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,486,2006,,,
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,275,2006,,,
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,960,2006,,,
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,414,2006,,,
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1683,2006,,,
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2543,2006,,,
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6243,2006,,,
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3479,2006,,,
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,42,2006,,,
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,57,2006,,,
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,51,2006,,,
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3,2006,,,
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2415,2006,,,
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,314,2006,,,
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2582,2006,,,
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,14,2006,,,
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1179,2006,,,
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,207,2006,,,
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2096,2006,,,
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,153,2006,,,
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1837,2006,,,
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,14,2006,,,
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,20,2006,,,
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,5,2006,,,
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2,2006,,,
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,718,2006,,,
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,2006,,,
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,56,2006,,,
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,36617,2006,,,
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2411,2006,,,
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2,2006,,,
Assam,INSULT TO THE MODESTY OF WOMEN,10,2006,,,
Bihar,INSULT TO THE MODESTY OF WOMEN,53,2006,,,
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,143,2006,,,
Goa,INSULT TO THE MODESTY OF WOMEN,7,2006,,,
Gujarat,INSULT TO THE MODESTY OF WOMEN,138,2006,,,
Haryana,INSULT TO THE MODESTY OF WOMEN,491,2006,,,
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,31,2006,,,
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,347,2006,,,
Jharkhand,INSULT TO THE MODESTY OF WOMEN,44,2006,,,
Karnataka,INSULT TO THE MODESTY OF WOMEN,38,2006,,,
Kerala,INSULT TO THE MODESTY OF WOMEN,222,2006,,,
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,762,2006,,,
Maharashtra,INSULT TO THE MODESTY OF WOMEN,984,2006,,,
Manipur,INSULT TO THE MODESTY OF WOMEN,0,2006,,,
Meghalaya,INSULT TO THE MODESTY OF WOMEN,0,2006,,,
Mizoram,INSULT TO THE MODESTY OF WOMEN,0,2006,,,
Nagaland,INSULT TO THE MODESTY OF WOMEN,2,2006,,,
Odisha,INSULT TO THE MODESTY OF WOMEN,247,2006,,,
Punjab,INSULT TO THE MODESTY OF WOMEN,60,2006,,,
Rajasthan,INSULT TO THE MODESTY OF WOMEN,31,2006,,,
Sikkim,INSULT TO THE MODESTY OF WOMEN,0,2006,,,
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,852,2006,,,
Tripura,INSULT TO THE MODESTY OF WOMEN,0,2006,,,
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2714,2006,,,
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,113,2006,,,
West Bengal,INSULT TO THE MODESTY OF WOMEN,63,2006,,,
A&N Islands,INSULT TO THE MODESTY OF WOMEN,4,2006,,,
Chandigarh,INSULT TO THE MODESTY OF WOMEN,13,2006,,,
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,1,2006,,,
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,0,2006,,,
Delhi UT,INSULT TO THE MODESTY OF WOMEN,144,2006,,,
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,0,2006,,,
Puducherry,INSULT TO THE MODESTY OF WOMEN,39,2006,,,
All India,INSULT TO THE MODESTY OF WOMEN,9966,2006,,,
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,9164,2006,,,
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,14,2006,,,
Assam,CRUELTY BY HUSBAND OR RELATIVES,2548,2006,,,
Bihar,CRUELTY BY HUSBAND OR RELATIVES,1689,2006,,,
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,717,2006,,,
Goa,CRUELTY BY HUSBAND OR RELATIVES,14,2006,,,
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,4977,2006,,,
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2254,2006,,,
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,259,2006,,,
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,135,2006,,,
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,668,2006,,,
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2129,2006,,,
Kerala,CRUELTY BY HUSBAND OR RELATIVES,3708,2006,,,
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2989,2006,,,
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,6738,2006,,,
Manipur,CRUELTY BY HUSBAND OR RELATIVES,10,2006,,,
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,13,2006,,,
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,1,2006,,,
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,3,2006,,,
Odisha,CRUELTY BY HUSBAND OR RELATIVES,694,2006,,,
Punjab,CRUELTY BY HUSBAND OR RELATIVES,801,2006,,,
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,7038,2006,,,
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,6,2006,,,
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,1248,2006,,,
Tripura,CRUELTY BY HUSBAND OR RELATIVES,471,2006,,,
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,5204,2006,,,
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,358,2006,,,
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,7414,2006,,,
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,7,2006,,,
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,102,2006,,,
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,5,2006,,,
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2,2006,,,
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,1728,2006,,,
